fine_cell_id,parent_cell_id,parent_latitude,parent_longitude,parent_susceptibility,latitude,longitude,elevation,slope,aspect,curvature,land_cover,soil_clay_0_5cm,soil_sand_0_5cm,soil_silt_0_5cm,soil_bulk_density_0_5cm,fine_susceptibility,risk_delta,micro_risk_tier
FINE_C15019_070,COARSE_C15019,27.25400000000009,88.72400000000069,0.6851,27.25415,88.72445,1865.0,46.18,139.81,-1.9506,10,250,370,380,105,0.6112,-0.0739,High
FINE_C15019_071,COARSE_C15019,27.25400000000009,88.72400000000069,0.6851,27.25425,88.72355,1786.0,50.01,101.59,2.0604,10,250,370,380,105,0.6985,0.0134,High
FINE_C15019_072,COARSE_C15019,27.25400000000009,88.72400000000069,0.6851,27.25425,88.72365,1786.0,50.01,101.59,2.0604,10,250,370,380,105,0.6985,0.0134,High
FINE_C15019_073,COARSE_C15019,27.25400000000009,88.72400000000069,0.6851,27.25425,88.72375,1786.0,50.01,101.59,2.0604,10,250,370,380,105,0.6985,0.0134,High
FINE_C15019_074,COARSE_C15019,27.25400000000009,88.72400000000069,0.6851,27.25425,88.72385,1813.0,48.77,104.63,-1.319,10,250,370,380,105,0.6585,-0.0266,High
FINE_C15019_075,COARSE_C15019,27.25400000000009,88.72400000000069,0.6851,27.25425,88.72395,1813.0,48.77,104.63,-1.319,10,250,370,380,105,0.6585,-0.0266,High
FINE_C15019_076,COARSE_C15019,27.25400000000009,88.72400000000069,0.6851,27.25425,88.72405,1838.0,48.02,113.7,-3.2198,10,250,370,380,105,0.6307,-0.0544,High
FINE_C15019_077,COARSE_C15019,27.25400000000009,88.72400000000069,0.6851,27.25425,88.72415,1838.0,48.02,113.7,-3.2198,10,250,370,380,105,0.6307,-0.0544,High
FINE_C15019_078,COARSE_C15019,27.25400000000009,88.72400000000069,0.6851,27.25425,88.72425,1838.0,48.02,113.7,-3.2198,10,250,370,380,105,0.6307,-0.0544,High
FINE_C15019_079,COARSE_C15019,27.25400000000009,88.72400000000069,0.6851,27.25425,88.72435,1865.0,46.18,139.81,-1.9506,10,250,370,380,105,0.6112,-0.0739,High
FINE_C15019_080,COARSE_C15019,27.25400000000009,88.72400000000069,0.6851,27.25425,88.72445,1865.0,46.18,139.81,-1.9506,10,250,370,380,105,0.6112,-0.0739,High
FINE_C15019_081,COARSE_C15019,27.25400000000009,88.72400000000069,0.6851,27.25435,88.72355,1776.0,48.5,94.53,-2.3238,10,250,370,380,105,0.6663,-0.0188,High
FINE_C15019_082,COARSE_C15019,27.25400000000009,88.72400000000069,0.6851,27.25435,88.72365,1776.0,48.5,94.53,-2.3238,10,250,370,380,105,0.6663,-0.0188,High
FINE_C15019_083,COARSE_C15019,27.25400000000009,88.72400000000069,0.6851,27.25435,88.72375,1776.0,48.5,94.53,-2.3238,10,250,370,380,105,0.6663,-0.0188,High
FINE_C15019_084,COARSE_C15019,27.25400000000009,88.72400000000069,0.6851,27.25435,88.72385,1809.0,49.0,91.82,-1.2675,10,250,370,380,105,0.6609,-0.0242,High
FINE_C15019_085,COARSE_C15019,27.25400000000009,88.72400000000069,0.6851,27.25435,88.72395,1809.0,49.0,91.82,-1.2675,10,250,370,380,105,0.6609,-0.0242,High
FINE_C15019_086,COARSE_C15019,27.25400000000009,88.72400000000069,0.6851,27.25435,88.72405,1846.0,36.71,96.57,6.0764,10,250,370,380,105,0.5693,-0.1158,High
FINE_C15019_087,COARSE_C15019,27.25400000000009,88.72400000000069,0.6851,27.25435,88.72415,1846.0,36.71,96.57,6.0764,10,250,370,380,105,0.5693,-0.1158,High
FINE_C15019_088,COARSE_C15019,27.25400000000009,88.72400000000069,0.6851,27.25435,88.72425,1846.0,36.71,96.57,6.0764,10,250,370,380,105,0.5693,-0.1158,High
FINE_C15019_089,COARSE_C15019,27.25400000000009,88.72400000000069,0.6851,27.25435,88.72435,1849.0,23.57,139.77,-1.1877,10,250,370,380,105,0.4015,-0.2836,Moderate
FINE_C15019_090,COARSE_C15019,27.25400000000009,88.72400000000069,0.6851,27.25435,88.72445,1849.0,23.57,139.77,-1.1877,10,250,370,380,105,0.4015,-0.2836,Moderate
FINE_C15019_091,COARSE_C15019,27.25400000000009,88.72400000000069,0.6851,27.25445,88.72355,1776.0,48.5,94.53,-2.3238,10,250,370,380,105,0.6663,-0.0188,High
FINE_C15019_092,COARSE_C15019,27.25400000000009,88.72400000000069,0.6851,27.25445,88.72365,1776.0,48.5,94.53,-2.3238,10,250,370,380,105,0.6663,-0.0188,High
FINE_C15019_093,COARSE_C15019,27.25400000000009,88.72400000000069,0.6851,27.25445,88.72375,1776.0,48.5,94.53,-2.3238,10,250,370,380,105,0.6663,-0.0188,High
FINE_C15019_094,COARSE_C15019,27.25400000000009,88.72400000000069,0.6851,27.25445,88.72385,1809.0,49.0,91.82,-1.2675,10,250,370,380,105,0.6609,-0.0242,High
FINE_C15019_095,COARSE_C15019,27.25400000000009,88.72400000000069,0.6851,27.25445,88.72395,1809.0,49.0,91.82,-1.2675,10,250,370,380,105,0.6609,-0.0242,High
FINE_C15019_096,COARSE_C15019,27.25400000000009,88.72400000000069,0.6851,27.25445,88.72405,1846.0,36.71,96.57,6.0764,10,250,370,380,105,0.5693,-0.1158,High
FINE_C15019_097,COARSE_C15019,27.25400000000009,88.72400000000069,0.6851,27.25445,88.72415,1846.0,36.71,96.57,6.0764,10,250,370,380,105,0.5693,-0.1158,High
FINE_C15019_098,COARSE_C15019,27.25400000000009,88.72400000000069,0.6851,27.25445,88.72425,1846.0,36.71,96.57,6.0764,10,250,370,380,105,0.5693,-0.1158,High
FINE_C15019_099,COARSE_C15019,27.25400000000009,88.72400000000069,0.6851,27.25445,88.72435,1849.0,23.57,139.77,-1.1877,10,250,370,380,105,0.4015,-0.2836,Moderate
FINE_C15019_100,COARSE_C15019,27.25400000000009,88.72400000000069,0.6851,27.25445,88.72445,1849.0,23.57,139.77,-1.1877,10,250,370,380,105,0.4015,-0.2836,Moderate
FINE_C15021_001,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25355,88.72555,1944.0,29.17,157.51,2.0329,10,284,386,330,105,0.4104,-0.0974,Moderate
FINE_C15021_002,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25355,88.72565,1944.0,29.17,157.51,2.0329,10,284,386,330,105,0.4104,-0.0974,Moderate
FINE_C15021_003,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25355,88.72575,1947.0,35.37,169.68,0.7912,10,284,386,330,105,0.4643,-0.0435,Moderate
FINE_C15021_004,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25355,88.72585,1947.0,35.37,169.68,0.7912,10,284,386,330,105,0.4643,-0.0435,Moderate
FINE_C15021_005,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25355,88.72595,1947.0,35.37,169.68,0.7912,10,284,386,330,105,0.4643,-0.0435,Moderate
FINE_C15021_006,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25355,88.72605,1952.0,41.25,163.44,1.3979,10,284,386,330,105,0.523,0.0152,High
FINE_C15021_007,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25355,88.72615,1952.0,41.25,163.44,1.3979,10,284,386,330,105,0.523,0.0152,High
FINE_C15021_008,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25355,88.72625,1952.0,41.25,163.44,1.3979,10,284,386,330,105,0.523,0.0152,High
FINE_C15021_009,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25355,88.72635,1960.0,44.37,164.37,2.5889,10,284,386,330,105,0.5571,0.0493,High
FINE_C15021_010,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25355,88.72645,1960.0,44.37,164.37,2.5889,10,284,386,330,105,0.5571,0.0493,High
FINE_C15021_011,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25365,88.72555,1944.0,29.17,157.51,2.0329,10,284,386,330,105,0.4104,-0.0974,Moderate
FINE_C15021_012,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25365,88.72565,1944.0,29.17,157.51,2.0329,10,284,386,330,105,0.4104,-0.0974,Moderate
FINE_C15021_013,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25365,88.72575,1947.0,35.37,169.68,0.7912,10,284,386,330,105,0.4643,-0.0435,Moderate
FINE_C15021_014,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25365,88.72585,1947.0,35.37,169.68,0.7912,10,284,386,330,105,0.4643,-0.0435,Moderate
FINE_C15021_015,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25365,88.72595,1947.0,35.37,169.68,0.7912,10,284,386,330,105,0.4643,-0.0435,Moderate
FINE_C15021_016,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25365,88.72605,1952.0,41.25,163.44,1.3979,10,284,386,330,105,0.523,0.0152,High
FINE_C15021_017,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25365,88.72615,1952.0,41.25,163.44,1.3979,10,284,386,330,105,0.523,0.0152,High
FINE_C15021_018,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25365,88.72625,1952.0,41.25,163.44,1.3979,10,284,386,330,105,0.523,0.0152,High
FINE_C15021_019,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25365,88.72635,1960.0,44.37,164.37,2.5889,10,284,386,330,105,0.5571,0.0493,High
FINE_C15021_020,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25365,88.72645,1960.0,44.37,164.37,2.5889,10,284,386,330,105,0.5571,0.0493,High
FINE_C15021_021,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25375,88.72555,1922.0,37.86,176.31,1.1885,10,284,386,330,105,0.5052,-0.0026,High
FINE_C15021_022,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25375,88.72565,1922.0,37.86,176.31,1.1885,10,284,386,330,105,0.5052,-0.0026,High
FINE_C15021_023,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25375,88.72575,1920.0,40.06,179.07,0.0266,10,284,386,330,105,0.5216,0.0138,High
FINE_C15021_024,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25375,88.72585,1920.0,40.06,179.07,0.0266,10,284,386,330,105,0.5216,0.0138,High
FINE_C15021_025,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25375,88.72595,1920.0,40.06,179.07,0.0266,10,284,386,330,105,0.5216,0.0138,High
FINE_C15021_026,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25375,88.72605,1917.0,40.96,166.68,-3.75,10,284,386,330,105,0.5078,-0.0,High
FINE_C15021_027,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25375,88.72615,1917.0,40.96,166.68,-3.75,10,284,386,330,105,0.5078,-0.0,High
FINE_C15021_028,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25375,88.72625,1917.0,40.96,166.68,-3.75,10,284,386,330,105,0.5078,-0.0,High
FINE_C15021_029,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25375,88.72635,1928.0,39.64,161.12,-1.24,10,284,386,330,105,0.5031,-0.0047,High
FINE_C15021_030,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25375,88.72645,1928.0,39.64,161.12,-1.24,10,284,386,330,105,0.5031,-0.0047,High
FINE_C15021_031,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25385,88.72555,1922.0,37.86,176.31,1.1885,10,284,386,330,105,0.5052,-0.0026,High
FINE_C15021_032,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25385,88.72565,1922.0,37.86,176.31,1.1885,10,284,386,330,105,0.5052,-0.0026,High
FINE_C15021_033,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25385,88.72575,1920.0,40.06,179.07,0.0266,10,284,386,330,105,0.5216,0.0138,High
FINE_C15021_034,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25385,88.72585,1920.0,40.06,179.07,0.0266,10,284,386,330,105,0.5216,0.0138,High
FINE_C15021_035,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25385,88.72595,1920.0,40.06,179.07,0.0266,10,284,386,330,105,0.5216,0.0138,High
FINE_C15021_036,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25385,88.72605,1917.0,40.96,166.68,-3.75,10,284,386,330,105,0.5078,-0.0,High
FINE_C15021_037,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25385,88.72615,1917.0,40.96,166.68,-3.75,10,284,386,330,105,0.5078,-0.0,High
FINE_C15021_038,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25385,88.72625,1917.0,40.96,166.68,-3.75,10,284,386,330,105,0.5078,-0.0,High
FINE_C15021_039,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25385,88.72635,1928.0,39.64,161.12,-1.24,10,284,386,330,105,0.5031,-0.0047,High
FINE_C15021_040,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25385,88.72645,1928.0,39.64,161.12,-1.24,10,284,386,330,105,0.5031,-0.0047,High
FINE_C15021_041,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25395,88.72555,1922.0,37.86,176.31,1.1885,10,284,386,330,105,0.5052,-0.0026,High
FINE_C15021_042,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25395,88.72565,1922.0,37.86,176.31,1.1885,10,284,386,330,105,0.5052,-0.0026,High
FINE_C15021_043,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25395,88.72575,1920.0,40.06,179.07,0.0266,10,284,386,330,105,0.5216,0.0138,High
FINE_C15021_044,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25395,88.72585,1920.0,40.06,179.07,0.0266,10,284,386,330,105,0.5216,0.0138,High
FINE_C15021_045,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25395,88.72595,1920.0,40.06,179.07,0.0266,10,284,386,330,105,0.5216,0.0138,High
FINE_C15021_046,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25395,88.72605,1917.0,40.96,166.68,-3.75,10,284,386,330,105,0.5078,-0.0,High
FINE_C15021_047,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25395,88.72615,1917.0,40.96,166.68,-3.75,10,284,386,330,105,0.5078,-0.0,High
FINE_C15021_048,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25395,88.72625,1917.0,40.96,166.68,-3.75,10,284,386,330,105,0.5078,-0.0,High
FINE_C15021_049,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25395,88.72635,1928.0,39.64,161.12,-1.24,10,284,386,330,105,0.5031,-0.0047,High
FINE_C15021_050,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25395,88.72645,1928.0,39.64,161.12,-1.24,10,284,386,330,105,0.5031,-0.0047,High
FINE_C15021_051,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25405,88.72555,1895.0,37.51,179.66,-0.5278,10,284,386,330,105,0.5058,-0.002,High
FINE_C15021_052,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25405,88.72565,1895.0,37.51,179.66,-0.5278,10,284,386,330,105,0.5058,-0.002,High
FINE_C15021_053,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25405,88.72575,1894.0,35.33,175.59,-1.7695,10,284,386,330,105,0.4765,-0.0313,Moderate
FINE_C15021_054,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25405,88.72585,1894.0,35.33,175.59,-1.7695,10,284,386,330,105,0.4765,-0.0313,Moderate
FINE_C15021_055,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25405,88.72595,1894.0,35.33,175.59,-1.7695,10,284,386,330,105,0.4765,-0.0313,Moderate
FINE_C15021_056,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25405,88.72605,1900.0,33.98,159.06,-0.0798,10,284,386,330,105,0.4676,-0.0402,Moderate
FINE_C15021_057,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25405,88.72615,1900.0,33.98,159.06,-0.0798,10,284,386,330,105,0.4676,-0.0402,Moderate
FINE_C15021_058,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25405,88.72625,1900.0,33.98,159.06,-0.0798,10,284,386,330,105,0.4676,-0.0402,Moderate
FINE_C15021_059,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25405,88.72635,1909.0,34.81,154.86,0.2909,10,284,386,330,105,0.4729,-0.0349,Moderate
FINE_C15021_060,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25405,88.72645,1909.0,34.81,154.86,0.2909,10,284,386,330,105,0.4729,-0.0349,Moderate
FINE_C15021_061,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25415,88.72555,1895.0,37.51,179.66,-0.5278,10,284,386,330,105,0.5058,-0.002,High
FINE_C15021_062,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25415,88.72565,1895.0,37.51,179.66,-0.5278,10,284,386,330,105,0.5058,-0.002,High
FINE_C15021_063,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25415,88.72575,1894.0,35.33,175.59,-1.7695,10,284,386,330,105,0.4765,-0.0313,Moderate
FINE_C15021_064,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25415,88.72585,1894.0,35.33,175.59,-1.7695,10,284,386,330,105,0.4765,-0.0313,Moderate
FINE_C15021_065,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25415,88.72595,1894.0,35.33,175.59,-1.7695,10,284,386,330,105,0.4765,-0.0313,Moderate
FINE_C15021_066,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25415,88.72605,1900.0,33.98,159.06,-0.0798,10,284,386,330,105,0.4676,-0.0402,Moderate
FINE_C15021_067,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25415,88.72615,1900.0,33.98,159.06,-0.0798,10,284,386,330,105,0.4676,-0.0402,Moderate
FINE_C15021_068,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25415,88.72625,1900.0,33.98,159.06,-0.0798,10,284,386,330,105,0.4676,-0.0402,Moderate
FINE_C15021_069,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25415,88.72635,1909.0,34.81,154.86,0.2909,10,284,386,330,105,0.4729,-0.0349,Moderate
FINE_C15021_070,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25415,88.72645,1909.0,34.81,154.86,0.2909,10,284,386,330,105,0.4729,-0.0349,Moderate
FINE_C15021_071,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25425,88.72555,1895.0,37.51,179.66,-0.5278,10,284,386,330,105,0.5058,-0.002,High
FINE_C15021_072,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25425,88.72565,1895.0,37.51,179.66,-0.5278,10,284,386,330,105,0.5058,-0.002,High
FINE_C15021_073,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25425,88.72575,1894.0,35.33,175.59,-1.7695,10,284,386,330,105,0.4765,-0.0313,Moderate
FINE_C15021_074,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25425,88.72585,1894.0,35.33,175.59,-1.7695,10,284,386,330,105,0.4765,-0.0313,Moderate
FINE_C15021_075,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25425,88.72595,1894.0,35.33,175.59,-1.7695,10,284,386,330,105,0.4765,-0.0313,Moderate
FINE_C15021_076,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25425,88.72605,1900.0,33.98,159.06,-0.0798,10,284,386,330,105,0.4676,-0.0402,Moderate
FINE_C15021_077,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25425,88.72615,1900.0,33.98,159.06,-0.0798,10,284,386,330,105,0.4676,-0.0402,Moderate
FINE_C15021_078,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25425,88.72625,1900.0,33.98,159.06,-0.0798,10,284,386,330,105,0.4676,-0.0402,Moderate
FINE_C15021_079,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25425,88.72635,1909.0,34.81,154.86,0.2909,10,284,386,330,105,0.4729,-0.0349,Moderate
FINE_C15021_080,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25425,88.72645,1909.0,34.81,154.86,0.2909,10,284,386,330,105,0.4729,-0.0349,Moderate
FINE_C15021_081,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25435,88.72555,1873.0,30.74,175.62,-1.1087,10,284,386,330,105,0.4456,-0.0622,Moderate
FINE_C15021_082,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25435,88.72565,1873.0,30.74,175.62,-1.1087,10,284,386,330,105,0.4456,-0.0622,Moderate
FINE_C15021_083,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25435,88.72575,1876.0,30.76,171.66,-0.3433,10,284,386,330,105,0.4482,-0.0596,Moderate
FINE_C15021_084,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25435,88.72585,1876.0,30.76,171.66,-0.3433,10,284,386,330,105,0.4482,-0.0596,Moderate
FINE_C15021_085,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25435,88.72595,1876.0,30.76,171.66,-0.3433,10,284,386,330,105,0.4482,-0.0596,Moderate
FINE_C15021_086,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25435,88.72605,1880.0,33.95,157.37,-0.8195,10,284,386,330,105,0.4729,-0.0349,Moderate
FINE_C15021_087,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25435,88.72615,1880.0,33.95,157.37,-0.8195,10,284,386,330,105,0.4729,-0.0349,Moderate
FINE_C15021_088,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25435,88.72625,1880.0,33.95,157.37,-0.8195,10,284,386,330,105,0.4729,-0.0349,Moderate
FINE_C15021_089,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25435,88.72635,1891.0,34.62,158.37,1.1628,10,284,386,330,105,0.4859,-0.0219,Moderate
FINE_C15021_090,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25435,88.72645,1891.0,34.62,158.37,1.1628,10,284,386,330,105,0.4859,-0.0219,Moderate
FINE_C15021_091,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25445,88.72555,1873.0,30.74,175.62,-1.1087,10,284,386,330,105,0.4456,-0.0622,Moderate
FINE_C15021_092,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25445,88.72565,1873.0,30.74,175.62,-1.1087,10,284,386,330,105,0.4456,-0.0622,Moderate
FINE_C15021_093,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25445,88.72575,1876.0,30.76,171.66,-0.3433,10,284,386,330,105,0.4482,-0.0596,Moderate
FINE_C15021_094,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25445,88.72585,1876.0,30.76,171.66,-0.3433,10,284,386,330,105,0.4482,-0.0596,Moderate
FINE_C15021_095,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25445,88.72595,1876.0,30.76,171.66,-0.3433,10,284,386,330,105,0.4482,-0.0596,Moderate
FINE_C15021_096,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25445,88.72605,1880.0,33.95,157.37,-0.8195,10,284,386,330,105,0.4729,-0.0349,Moderate
FINE_C15021_097,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25445,88.72615,1880.0,33.95,157.37,-0.8195,10,284,386,330,105,0.4729,-0.0349,Moderate
FINE_C15021_098,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25445,88.72625,1880.0,33.95,157.37,-0.8195,10,284,386,330,105,0.4729,-0.0349,Moderate
FINE_C15021_099,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25445,88.72635,1891.0,34.62,158.37,1.1628,10,284,386,330,105,0.4859,-0.0219,Moderate
FINE_C15021_100,COARSE_C15021,27.25400000000009,88.7260000000007,0.5078,27.25445,88.72645,1891.0,34.62,158.37,1.1628,10,284,386,330,105,0.4859,-0.0219,Moderate
FINE_C15023_001,COARSE_C15023,27.25400000000009,88.7280000000007,0.5351,27.25355,88.72755,1994.0,41.87,151.54,2.0603,10,284,386,330,105,0.5098,-0.0253,High
FINE_C15023_002,COARSE_C15023,27.25400000000009,88.7280000000007,0.5351,27.25355,88.72765,2003.0,38.17,152.08,0.2901,10,284,386,330,105,0.4579,-0.0772,Moderate
FINE_C15023_003,COARSE_C15023,27.25400000000009,88.7280000000007,0.5351,27.25355,88.72775,2003.0,38.17,152.08,0.2901,10,285,385,331,105,0.4597,-0.0754,Moderate
FINE_C15023_004,COARSE_C15023,27.25400000000009,88.7280000000007,0.5351,27.25355,88.72785,2003.0,38.17,152.08,0.2901,10,285,385,331,105,0.4597,-0.0754,Moderate
FINE_C15023_005,COARSE_C15023,27.25400000000009,88.7280000000007,0.5351,27.25355,88.72795,2013.0,37.56,150.63,0.3433,10,285,385,331,105,0.4487,-0.0864,Moderate
FINE_C15023_006,COARSE_C15023,27.25400000000009,88.7280000000007,0.5351,27.25355,88.72805,2013.0,37.56,150.63,0.3433,10,285,385,331,105,0.4487,-0.0864,Moderate
FINE_C15023_007,COARSE_C15023,27.25400000000009,88.7280000000007,0.5351,27.25355,88.72815,2013.0,37.56,150.63,0.3433,10,285,385,331,105,0.4487,-0.0864,Moderate
FINE_C15023_008,COARSE_C15023,27.25400000000009,88.7280000000007,0.5351,27.25355,88.72825,2022.0,36.31,153.56,-0.1845,10,285,385,331,105,0.4292,-0.1059,Moderate
FINE_C15023_009,COARSE_C15023,27.25400000000009,88.7280000000007,0.5351,27.25355,88.72835,2022.0,36.31,153.56,-0.1845,10,285,385,331,105,0.4292,-0.1059,Moderate
FINE_C15023_010,COARSE_C15023,27.25400000000009,88.7280000000007,0.5351,27.25355,88.72845,2022.0,36.31,153.56,-0.1845,10,285,385,331,104,0.4629,-0.0722,Moderate
FINE_C15023_011,COARSE_C15023,27.25400000000009,88.7280000000007,0.5351,27.25365,88.72755,1994.0,41.87,151.54,2.0603,10,284,386,330,105,0.5098,-0.0253,High
FINE_C15023_012,COARSE_C15023,27.25400000000009,88.7280000000007,0.5351,27.25365,88.72765,2003.0,38.17,152.08,0.2901,10,284,386,330,105,0.4579,-0.0772,Moderate
FINE_C15023_013,COARSE_C15023,27.25400000000009,88.7280000000007,0.5351,27.25365,88.72775,2003.0,38.17,152.08,0.2901,10,285,385,331,105,0.4597,-0.0754,Moderate
FINE_C15023_014,COARSE_C15023,27.25400000000009,88.7280000000007,0.5351,27.25365,88.72785,2003.0,38.17,152.08,0.2901,10,285,385,331,105,0.4597,-0.0754,Moderate
FINE_C15023_015,COARSE_C15023,27.25400000000009,88.7280000000007,0.5351,27.25365,88.72795,2013.0,37.56,150.63,0.3433,10,285,385,331,105,0.4487,-0.0864,Moderate
FINE_C15023_016,COARSE_C15023,27.25400000000009,88.7280000000007,0.5351,27.25365,88.72805,2013.0,37.56,150.63,0.3433,10,285,385,331,105,0.4487,-0.0864,Moderate
FINE_C15023_017,COARSE_C15023,27.25400000000009,88.7280000000007,0.5351,27.25365,88.72815,2013.0,37.56,150.63,0.3433,10,285,385,331,105,0.4487,-0.0864,Moderate
FINE_C15023_018,COARSE_C15023,27.25400000000009,88.7280000000007,0.5351,27.25365,88.72825,2022.0,36.31,153.56,-0.1845,10,285,385,331,104,0.4629,-0.0722,Moderate
