cell_id,latitude,longitude,susceptibility_score,ridx_+6h,risk_+6h,tier_+6h,ridx_+12h,risk_+12h,tier_+12h,ridx_+24h,risk_+24h,tier_+24h,ridx_+48h,risk_+48h,tier_+48h
COARSE_C00175,27.18,88.75400000000083,0.3687,0.0677,0.2097,Low,0.0854,0.2163,Low,0.109,0.2251,Low,0.0942,0.2196,Low
COARSE_C00176,27.18,88.75500000000083,0.3411,0.0677,0.1955,Low,0.0854,0.202,Low,0.109,0.2107,Low,0.0942,0.2053,Low
COARSE_C00177,27.18,88.75600000000084,0.4583,0.0677,0.2557,Low,0.0854,0.2626,Low,0.109,0.2718,Low,0.0942,0.2661,Low
COARSE_C00178,27.18,88.75700000000084,0.3575,0.0677,0.2039,Low,0.0854,0.2105,Low,0.109,0.2192,Low,0.0942,0.2138,Low
COARSE_C00179,27.18,88.75800000000085,0.3321,0.0677,0.1909,Low,0.0854,0.1973,Low,0.109,0.206,Low,0.0942,0.2006,Low
COARSE_C00180,27.18,88.75900000000085,0.3406,0.0677,0.1952,Low,0.0854,0.2017,Low,0.109,0.2104,Low,0.0942,0.205,Low
COARSE_C00181,27.18,88.76000000000086,0.3846,0.0677,0.2178,Low,0.0854,0.2245,Low,0.109,0.2334,Low,0.0942,0.2278,Low
COARSE_C00182,27.18,88.76100000000086,0.2399,0.0677,0.1435,Low,0.0854,0.1497,Low,0.109,0.1579,Low,0.0942,0.1527,Low
COARSE_C00183,27.18,88.76200000000087,0.1752,0.0677,0.1103,Low,0.0854,0.1162,Low,0.109,0.1241,Low,0.0942,0.1192,Low
COARSE_C00184,27.18,88.76300000000087,0.183,0.0677,0.1143,Low,0.0854,0.1202,Low,0.109,0.1282,Low,0.0942,0.1232,Low
COARSE_C00185,27.18,88.76400000000088,0.1337,0.0677,0.089,Low,0.0854,0.0948,Low,0.109,0.1025,Low,0.0942,0.0976,Low
COARSE_C00186,27.18,88.76500000000088,0.1182,0.0677,0.081,Low,0.0854,0.0867,Low,0.109,0.0944,Low,0.0942,0.0896,Low
COARSE_C00187,27.18,88.76600000000089,0.1213,0.0677,0.0826,Low,0.0854,0.0883,Low,0.109,0.096,Low,0.0942,0.0912,Low
COARSE_C00188,27.18,88.76700000000089,0.12,0.0677,0.0819,Low,0.0854,0.0877,Low,0.109,0.0953,Low,0.0942,0.0905,Low
COARSE_C00189,27.18,88.7680000000009,0.0806,0.0677,0.0617,Low,0.0854,0.0673,Low,0.109,0.0747,Low,0.0942,0.0701,Low
COARSE_C00190,27.18,88.7690000000009,0.0867,0.0677,0.0648,Low,0.0854,0.0705,Low,0.109,0.0779,Low,0.0942,0.0733,Low
COARSE_C00191,27.18,88.7700000000009,0.2198,0.0677,0.1332,Low,0.0854,0.1393,Low,0.109,0.1474,Low,0.0942,0.1423,Low
COARSE_C00192,27.18,88.77100000000091,0.2793,0.0677,0.1638,Low,0.0854,0.17,Low,0.109,0.1784,Low,0.0942,0.1732,Low
COARSE_C00193,27.18,88.77200000000092,0.2498,0.0677,0.1486,Low,0.0854,0.1548,Low,0.109,0.163,Low,0.0942,0.1579,Low
COARSE_C00194,27.18,88.77300000000092,0.296,0.0677,0.1723,Low,0.0854,0.1787,Low,0.109,0.1871,Low,0.0942,0.1819,Low
COARSE_C00195,27.18,88.77400000000092,0.2354,0.0677,0.1412,Low,0.0854,0.1473,Low,0.109,0.1555,Low,0.0942,0.1504,Low
COARSE_C00196,27.18,88.77500000000093,0.2172,0.0677,0.1319,Low,0.0854,0.1379,Low,0.109,0.146,Low,0.0942,0.141,Low
COARSE_C00197,27.18,88.77600000000093,0.2621,0.0677,0.1549,Low,0.0854,0.1611,Low,0.109,0.1695,Low,0.0942,0.1643,Low
COARSE_C00198,27.18,88.77700000000094,0.2728,0.0677,0.1604,Low,0.0854,0.1667,Low,0.109,0.175,Low,0.0942,0.1698,Low
COARSE_C00199,27.18,88.77800000000094,0.1608,0.0677,0.1029,Low,0.0854,0.1088,Low,0.109,0.1166,Low,0.0942,0.1117,Low
COARSE_C00200,27.18,88.77900000000095,0.2083,0.0677,0.1273,Low,0.0854,0.1333,Low,0.109,0.1414,Low,0.0942,0.1363,Low
COARSE_C00201,27.18,88.78000000000095,0.2401,0.0677,0.1436,Low,0.0854,0.1498,Low,0.109,0.158,Low,0.0942,0.1528,Low
COARSE_C00202,27.181,88.58,0.6758,0.26,0.451,Moderate,0.3278,0.4806,Moderate,0.4183,0.5199,Moderate,0.3618,0.4953,Moderate
COARSE_C00203,27.181,88.581,0.6764,0.26,0.4514,Moderate,0.3278,0.4809,Moderate,0.4183,0.5203,Moderate,0.3618,0.4957,Moderate
COARSE_C00204,27.181,88.58200000000001,0.6674,0.26,0.4464,Moderate,0.3278,0.4758,Moderate,0.4183,0.515,Moderate,0.3618,0.4905,Moderate
COARSE_C00205,27.181,88.58300000000001,0.6807,0.26,0.4538,Moderate,0.3278,0.4833,Moderate,0.4183,0.5228,Moderate,0.3618,0.4981,Moderate
COARSE_C00206,27.181,88.58400000000002,0.625,0.26,0.423,Moderate,0.3278,0.4518,Moderate,0.4183,0.4903,Moderate,0.3618,0.4662,Moderate
COARSE_C00207,27.181,88.58500000000002,0.6411,0.26,0.4319,Moderate,0.3278,0.4609,Moderate,0.4183,0.4997,Moderate,0.3618,0.4755,Moderate
COARSE_C00208,27.181,88.58600000000003,0.5903,0.26,0.4039,Moderate,0.3278,0.4322,Moderate,0.4183,0.47,Moderate,0.3618,0.4464,Moderate
COARSE_C00209,27.181,88.58700000000003,0.5807,0.26,0.3986,Moderate,0.3278,0.4268,Moderate,0.4183,0.4644,Moderate,0.3618,0.4409,Moderate
COARSE_C00210,27.181,88.58800000000004,0.6311,0.26,0.4264,Moderate,0.3278,0.4553,Moderate,0.4183,0.4938,Moderate,0.3618,0.4697,Moderate
COARSE_C00211,27.181,88.58900000000004,0.6694,0.26,0.4475,Moderate,0.3278,0.4769,Moderate,0.4183,0.5162,Moderate,0.3618,0.4917,Moderate
COARSE_C00212,27.181,88.59000000000005,0.6245,0.26,0.4227,Moderate,0.3278,0.4516,Moderate,0.4183,0.49,Moderate,0.3618,0.466,Moderate
COARSE_C00213,27.181,88.59100000000005,0.4857,0.26,0.3461,Low,0.3278,0.3731,Moderate,0.4183,0.409,Moderate,0.3618,0.3865,Moderate
COARSE_C00214,27.181,88.59200000000006,0.5712,0.26,0.3933,Moderate,0.3278,0.4214,Moderate,0.4183,0.4589,Moderate,0.3618,0.4355,Moderate
COARSE_C00215,27.181,88.59300000000006,0.599,0.26,0.4087,Moderate,0.3278,0.4371,Moderate,0.4183,0.4751,Moderate,0.3618,0.4514,Moderate
COARSE_C00216,27.181,88.59400000000007,0.5896,0.26,0.4035,Moderate,0.3278,0.4318,Moderate,0.4183,0.4696,Moderate,0.3618,0.446,Moderate
COARSE_C00217,27.181,88.59500000000007,0.5839,0.26,0.4003,Moderate,0.3278,0.4286,Moderate,0.4183,0.4663,Moderate,0.3618,0.4427,Moderate
COARSE_C00218,27.181,88.59600000000007,0.5864,0.26,0.4017,Moderate,0.3278,0.43,Moderate,0.4183,0.4677,Moderate,0.3618,0.4442,Moderate
COARSE_C00219,27.181,88.59700000000008,0.6092,0.26,0.4143,Moderate,0.3278,0.4429,Moderate,0.4183,0.481,Moderate,0.3618,0.4572,Moderate
COARSE_C00220,27.181,88.59800000000008,0.6264,0.26,0.4238,Moderate,0.3278,0.4526,Moderate,0.4183,0.4911,Moderate,0.3618,0.467,Moderate
COARSE_C00221,27.181,88.59900000000009,0.5577,0.26,0.3859,Moderate,0.3278,0.4138,Moderate,0.4183,0.451,Moderate,0.3618,0.4277,Moderate
COARSE_C00222,27.181,88.6000000000001,0.6003,0.26,0.4094,Moderate,0.3278,0.4379,Moderate,0.4183,0.4759,Moderate,0.3618,0.4521,Moderate
COARSE_C00223,27.181,88.6010000000001,0.6367,0.26,0.4295,Moderate,0.3278,0.4585,Moderate,0.4183,0.4971,Moderate,0.3618,0.4729,Moderate
COARSE_C00224,27.181,88.6020000000001,0.6181,0.26,0.4192,Moderate,0.3278,0.4479,Moderate,0.4183,0.4862,Moderate,0.3618,0.4623,Moderate
COARSE_C00225,27.181,88.60300000000011,0.6304,0.26,0.426,Moderate,0.3278,0.4549,Moderate,0.4183,0.4934,Moderate,0.3618,0.4693,Moderate
COARSE_C00226,27.181,88.60400000000011,0.5584,0.26,0.3862,Moderate,0.3278,0.4142,Moderate,0.4183,0.4514,Moderate,0.3618,0.4281,Moderate
COARSE_C00227,27.181,88.60500000000012,0.722,0.26,0.4766,Moderate,0.3278,0.5067,Moderate,0.4183,0.5469,Moderate,0.3618,0.5218,Moderate
COARSE_C00228,27.181,88.60600000000012,0.6392,0.26,0.4308,Moderate,0.3278,0.4599,Moderate,0.4183,0.4986,Moderate,0.3618,0.4744,Moderate
COARSE_C00229,27.181,88.60700000000013,0.6197,0.26,0.4201,Moderate,0.3278,0.4488,Moderate,0.4183,0.4872,Moderate,0.3618,0.4632,Moderate
COARSE_C00230,27.181,88.60800000000013,0.666,0.26,0.4456,Moderate,0.3278,0.475,Moderate,0.4183,0.5142,Moderate,0.3618,0.4897,Moderate
COARSE_C00231,27.181,88.60900000000014,0.62,0.26,0.4202,Moderate,0.3278,0.449,Moderate,0.4183,0.4874,Moderate,0.3618,0.4634,Moderate
COARSE_C00232,27.181,88.61000000000014,0.6201,0.26,0.4203,Moderate,0.3278,0.4491,Moderate,0.4183,0.4874,Moderate,0.3618,0.4634,Moderate
COARSE_C00233,27.181,88.61100000000015,0.5034,0.26,0.3559,Moderate,0.3278,0.3831,Moderate,0.4183,0.4193,Moderate,0.3618,0.3966,Moderate
COARSE_C00234,27.181,88.61200000000015,0.9196,0.26,0.5856,High,0.3278,0.6185,High,0.4183,0.6622,High,0.3618,0.6349,High
COARSE_C00235,27.181,88.61300000000016,0.6817,0.26,0.4543,Moderate,0.3278,0.4839,Moderate,0.4183,0.5234,Moderate,0.3618,0.4987,Moderate
COARSE_C00236,27.181,88.61400000000016,0.5743,0.26,0.395,Moderate,0.3278,0.4232,Moderate,0.4183,0.4607,Moderate,0.3618,0.4372,Moderate
COARSE_C00237,27.181,88.61500000000017,0.7377,0.26,0.4852,Moderate,0.3278,0.5156,Moderate,0.4183,0.556,High,0.3618,0.5308,Moderate
COARSE_C00238,27.181,88.61600000000017,0.7059,0.26,0.4677,Moderate,0.3278,0.4976,Moderate,0.4183,0.5375,Moderate,0.3618,0.5126,Moderate
COARSE_C00239,27.181,88.61700000000017,0.5219,0.26,0.3661,Moderate,0.3278,0.3935,Moderate,0.4183,0.4301,Moderate,0.3618,0.4072,Moderate
COARSE_C00240,27.181,88.61800000000018,0.6699,0.26,0.4478,Moderate,0.3278,0.4772,Moderate,0.4183,0.5165,Moderate,0.3618,0.4919,Moderate
COARSE_C00241,27.181,88.61900000000018,0.6672,0.26,0.4463,Moderate,0.3278,0.4757,Moderate,0.4183,0.5149,Moderate,0.3618,0.4904,Moderate
COARSE_C00242,27.181,88.62000000000019,0.5555,0.26,0.3846,Moderate,0.3278,0.4125,Moderate,0.4183,0.4497,Moderate,0.3618,0.4265,Moderate
COARSE_C00243,27.181,88.6210000000002,0.6488,0.26,0.4361,Moderate,0.3278,0.4653,Moderate,0.4183,0.5042,Moderate,0.3618,0.4799,Moderate
COARSE_C00244,27.181,88.6220000000002,0.5249,0.26,0.3678,Moderate,0.3278,0.3952,Moderate,0.4183,0.4318,Moderate,0.3618,0.409,Moderate
COARSE_C00245,27.181,88.6230000000002,0.9492,0.26,0.602,High,0.3278,0.6352,High,0.4183,0.6795,High,0.3618,0.6518,High
COARSE_C00246,27.181,88.62400000000021,0.6074,0.26,0.4133,Moderate,0.3278,0.4419,Moderate,0.4183,0.48,Moderate,0.3618,0.4562,Moderate
COARSE_C00247,27.181,88.62500000000021,0.6226,0.26,0.4217,Moderate,0.3278,0.4505,Moderate,0.4183,0.4889,Moderate,0.3618,0.4649,Moderate
COARSE_C00248,27.181,88.62600000000022,0.7022,0.26,0.4656,Moderate,0.3278,0.4955,Moderate,0.4183,0.5353,Moderate,0.3618,0.5104,Moderate
COARSE_C00249,27.181,88.62700000000022,0.6423,0.26,0.4326,Moderate,0.3278,0.4616,Moderate,0.4183,0.5004,Moderate,0.3618,0.4761,Moderate
COARSE_C00250,27.181,88.62800000000023,0.9208,0.26,0.5863,High,0.3278,0.6191,High,0.4183,0.6629,High,0.3618,0.6355,High
COARSE_C00251,27.181,88.62900000000023,0.569,0.26,0.3921,Moderate,0.3278,0.4202,Moderate,0.4183,0.4576,Moderate,0.3618,0.4342,Moderate
COARSE_C00252,27.181,88.63000000000024,0.5328,0.26,0.3721,Moderate,0.3278,0.3997,Moderate,0.4183,0.4365,Moderate,0.3618,0.4135,Moderate
COARSE_C00253,27.181,88.63100000000024,0.888,0.26,0.5682,High,0.3278,0.6006,High,0.4183,0.6438,High,0.3618,0.6168,High
COARSE_C00254,27.181,88.63200000000025,0.5153,0.26,0.3625,Moderate,0.3278,0.3898,Moderate,0.4183,0.4262,Moderate,0.3618,0.4035,Moderate
COARSE_C00255,27.181,88.63300000000025,0.5214,0.26,0.3658,Moderate,0.3278,0.3932,Moderate,0.4183,0.4298,Moderate,0.3618,0.407,Moderate
COARSE_C00256,27.181,88.63400000000026,0.5768,0.26,0.3964,Moderate,0.3278,0.4246,Moderate,0.4183,0.4621,Moderate,0.3618,0.4387,Moderate
COARSE_C00257,27.181,88.63500000000026,0.5641,0.26,0.3894,Moderate,0.3278,0.4174,Moderate,0.4183,0.4547,Moderate,0.3618,0.4314,Moderate
COARSE_C00258,27.181,88.63600000000027,0.4621,0.26,0.3331,Low,0.3278,0.3597,Moderate,0.4183,0.3952,Moderate,0.3618,0.373,Moderate
COARSE_C00259,27.181,88.63700000000027,0.9933,0.26,0.6263,High,0.3278,0.6601,High,0.4183,0.7052,High,0.3618,0.677,High
COARSE_C00260,27.181,88.63800000000028,0.4831,0.26,0.3447,Low,0.3278,0.3716,Moderate,0.4183,0.4075,Moderate,0.3618,0.385,Moderate
COARSE_C00261,27.181,88.63900000000028,0.4511,0.26,0.327,Low,0.3278,0.3535,Moderate,0.4183,0.3888,Moderate,0.3618,0.3667,Moderate
COARSE_C00262,27.181,88.64000000000028,0.4439,0.26,0.323,Low,0.3278,0.3494,Low,0.4183,0.3846,Moderate,0.3618,0.3626,Moderate
COARSE_C00263,27.181,88.64100000000029,0.4116,0.26,0.3052,Low,0.3278,0.3311,Low,0.4183,0.3657,Moderate,0.3618,0.3441,Low
COARSE_C00264,27.181,88.6420000000003,0.991,0.26,0.625,High,0.3278,0.6588,High,0.4183,0.7039,High,0.3618,0.6757,High
COARSE_C00265,27.181,88.6430000000003,0.4008,0.26,0.2992,Low,0.3278,0.325,Low,0.4183,0.3594,Moderate,0.3618,0.3379,Low
COARSE_C00266,27.181,88.6440000000003,0.4482,0.26,0.3254,Low,0.3278,0.3518,Moderate,0.4183,0.3871,Moderate,0.3618,0.3651,Moderate
COARSE_C00267,27.181,88.64500000000031,0.441,0.26,0.3214,Low,0.3278,0.3478,Low,0.4183,0.3829,Moderate,0.3618,0.3609,Moderate
COARSE_C00268,27.181,88.64600000000031,0.4083,0.26,0.3034,Low,0.3278,0.3293,Low,0.4183,0.3638,Moderate,0.3618,0.3422,Low
COARSE_C00269,27.181,88.64700000000032,0.4508,0.26,0.3268,Low,0.3278,0.3533,Moderate,0.4183,0.3886,Moderate,0.3618,0.3665,Moderate
COARSE_C00270,27.181,88.64800000000032,0.4505,0.26,0.3267,Low,0.3278,0.3531,Moderate,0.4183,0.3884,Moderate,0.3618,0.3664,Moderate
COARSE_C00271,27.181,88.64900000000033,0.4144,0.26,0.3068,Low,0.3278,0.3327,Low,0.4183,0.3674,Moderate,0.3618,0.3457,Low
COARSE_C00272,27.181,88.65000000000033,0.4211,0.26,0.3105,Low,0.3278,0.3365,Low,0.4183,0.3713,Moderate,0.3618,0.3495,Low
COARSE_C00273,27.181,88.65100000000034,0.4256,0.0721,0.2406,Low,0.0909,0.2478,Low,0.116,0.2575,Low,0.1003,0.2514,Low
COARSE_C00274,27.181,88.65200000000034,0.5451,0.0721,0.302,Low,0.0909,0.3097,Low,0.116,0.32,Low,0.1003,0.3136,Low
COARSE_C00275,27.181,88.65300000000035,0.4529,0.0721,0.2546,Low,0.0909,0.262,Low,0.116,0.2718,Low,0.1003,0.2656,Low
COARSE_C00276,27.181,88.65400000000035,0.3535,0.0721,0.2035,Low,0.0909,0.2105,Low,0.116,0.2197,Low,0.1003,0.2139,Low
COARSE_C00277,27.181,88.65500000000036,0.6042,0.0721,0.3324,Low,0.0909,0.3404,Low,0.116,0.3509,Moderate,0.1003,0.3443,Low
COARSE_C00278,27.181,88.65600000000036,0.6256,0.0721,0.3435,Low,0.0909,0.3514,Moderate,0.116,0.3621,Moderate,0.1003,0.3554,Moderate
COARSE_C00279,27.181,88.65700000000037,0.5913,0.0721,0.3258,Low,0.0909,0.3337,Low,0.116,0.3442,Low,0.1003,0.3376,Low
COARSE_C00280,27.181,88.65800000000037,0.633,0.0721,0.3473,Low,0.0909,0.3553,Moderate,0.116,0.366,Moderate,0.1003,0.3593,Moderate
COARSE_C00281,27.181,88.65900000000038,0.5704,0.0721,0.3151,Low,0.0909,0.3228,Low,0.116,0.3332,Low,0.1003,0.3267,Low
COARSE_C00282,27.181,88.66000000000038,0.5372,0.0721,0.298,Low,0.0909,0.3056,Low,0.116,0.3159,Low,0.1003,0.3095,Low
COARSE_C00283,27.181,88.66100000000039,0.578,0.0721,0.319,Low,0.0909,0.3268,Low,0.116,0.3372,Low,0.1003,0.3307,Low
COARSE_C00284,27.181,88.66200000000039,0.543,0.0721,0.301,Low,0.0909,0.3086,Low,0.116,0.3189,Low,0.1003,0.3125,Low
COARSE_C00285,27.181,88.6630000000004,0.4849,0.0721,0.2711,Low,0.0909,0.2785,Low,0.116,0.2885,Low,0.1003,0.2823,Low
COARSE_C00286,27.181,88.6640000000004,0.8985,0.0721,0.4838,Moderate,0.0909,0.4929,Moderate,0.116,0.5049,Moderate,0.1003,0.4974,Moderate
COARSE_C00287,27.181,88.6650000000004,0.4438,0.0721,0.2499,Low,0.0909,0.2572,Low,0.116,0.267,Low,0.1003,0.2609,Low
COARSE_C00288,27.181,88.66600000000041,0.473,0.0721,0.265,Low,0.0909,0.2724,Low,0.116,0.2823,Low,0.1003,0.2761,Low
COARSE_C00289,27.181,88.66700000000041,0.4708,0.0721,0.2638,Low,0.0909,0.2712,Low,0.116,0.2811,Low,0.1003,0.2749,Low
COARSE_C00290,27.181,88.66800000000042,0.5326,0.0721,0.2956,Low,0.0909,0.3033,Low,0.116,0.3135,Low,0.1003,0.3071,Low
COARSE_C00291,27.181,88.66900000000042,0.4702,0.0721,0.2635,Low,0.0909,0.2709,Low,0.116,0.2808,Low,0.1003,0.2746,Low
COARSE_C00292,27.181,88.67000000000043,0.4814,0.0721,0.2693,Low,0.0909,0.2767,Low,0.116,0.2867,Low,0.1003,0.2805,Low
COARSE_C00293,27.181,88.67100000000043,0.5462,0.0721,0.3026,Low,0.0909,0.3103,Low,0.116,0.3206,Low,0.1003,0.3142,Low
COARSE_C00294,27.181,88.67200000000044,0.3809,0.0721,0.2176,Low,0.0909,0.2247,Low,0.116,0.2341,Low,0.1003,0.2282,Low
COARSE_C00295,27.181,88.67300000000044,0.516,0.0721,0.2871,Low,0.0909,0.2947,Low,0.116,0.3048,Low,0.1003,0.2984,Low
COARSE_C00296,27.181,88.67400000000045,0.5841,0.0721,0.3221,Low,0.0909,0.3299,Low,0.116,0.3404,Low,0.1003,0.3339,Low
COARSE_C00297,27.181,88.67500000000045,0.5347,0.0721,0.2967,Low,0.0909,0.3043,Low,0.116,0.3146,Low,0.1003,0.3082,Low
COARSE_C00298,27.181,88.67600000000046,0.495,0.0721,0.2763,Low,0.0909,0.2838,Low,0.116,0.2938,Low,0.1003,0.2875,Low
COARSE_C00299,27.181,88.67700000000046,0.5169,0.0721,0.2875,Low,0.0909,0.2951,Low,0.116,0.3052,Low,0.1003,0.2989,Low
COARSE_C00300,27.181,88.67800000000047,0.4632,0.0721,0.2599,Low,0.0909,0.2673,Low,0.116,0.2771,Low,0.1003,0.271,Low
COARSE_C00301,27.181,88.67900000000047,0.4676,0.0721,0.2622,Low,0.0909,0.2696,Low,0.116,0.2794,Low,0.1003,0.2733,Low
COARSE_C00302,27.181,88.68000000000048,0.4622,0.0721,0.2594,Low,0.0909,0.2668,Low,0.116,0.2766,Low,0.1003,0.2705,Low
COARSE_C00303,27.181,88.68100000000048,0.3193,0.0721,0.1859,Low,0.0909,0.1927,Low,0.116,0.2019,Low,0.1003,0.1962,Low
COARSE_C00304,27.181,88.68200000000049,0.4242,0.0721,0.2398,Low,0.0909,0.2471,Low,0.116,0.2567,Low,0.1003,0.2507,Low
COARSE_C00305,27.181,88.68300000000049,0.3709,0.0721,0.2124,Low,0.0909,0.2195,Low,0.116,0.2289,Low,0.1003,0.223,Low
COARSE_C00306,27.181,88.6840000000005,0.3934,0.0721,0.224,Low,0.0909,0.2311,Low,0.116,0.2406,Low,0.1003,0.2347,Low
COARSE_C00307,27.181,88.6850000000005,0.4096,0.0721,0.2323,Low,0.0909,0.2395,Low,0.116,0.2491,Low,0.1003,0.2431,Low
COARSE_C00308,27.181,88.6860000000005,0.4742,0.0721,0.2656,Low,0.0909,0.273,Low,0.116,0.2829,Low,0.1003,0.2767,Low
COARSE_C00309,27.181,88.68700000000051,0.5463,0.0721,0.3027,Low,0.0909,0.3104,Low,0.116,0.3206,Low,0.1003,0.3142,Low
COARSE_C00310,27.181,88.68800000000051,0.5031,0.0721,0.2804,Low,0.0909,0.288,Low,0.116,0.298,Low,0.1003,0.2917,Low
COARSE_C00311,27.181,88.68900000000052,0.5075,0.0721,0.2827,Low,0.0909,0.2903,Low,0.116,0.3003,Low,0.1003,0.294,Low
COARSE_C00312,27.181,88.69000000000052,0.4696,0.0721,0.2632,Low,0.0909,0.2706,Low,0.116,0.2805,Low,0.1003,0.2743,Low
COARSE_C00313,27.181,88.69100000000053,0.4879,0.0721,0.2726,Low,0.0909,0.2801,Low,0.116,0.2901,Low,0.1003,0.2838,Low
COARSE_C00314,27.181,88.69200000000053,0.4851,0.0721,0.2712,Low,0.0909,0.2786,Low,0.116,0.2886,Low,0.1003,0.2824,Low
COARSE_C00315,27.181,88.69300000000054,0.5366,0.0721,0.2977,Low,0.0909,0.3053,Low,0.116,0.3155,Low,0.1003,0.3092,Low
COARSE_C00316,27.181,88.69400000000054,0.5001,0.0721,0.2789,Low,0.0909,0.2864,Low,0.116,0.2965,Low,0.1003,0.2902,Low
COARSE_C00317,27.181,88.69500000000055,0.5893,0.0721,0.3248,Low,0.0909,0.3326,Low,0.116,0.3431,Low,0.1003,0.3366,Low
COARSE_C00318,27.181,88.69600000000055,0.6009,0.0721,0.3307,Low,0.0909,0.3387,Low,0.116,0.3492,Low,0.1003,0.3426,Low
COARSE_C00319,27.181,88.69700000000056,0.3646,0.0721,0.2092,Low,0.0909,0.2162,Low,0.116,0.2256,Low,0.1003,0.2197,Low
COARSE_C00320,27.181,88.69800000000056,0.541,0.0721,0.2999,Low,0.0909,0.3076,Low,0.116,0.3178,Low,0.1003,0.3115,Low
COARSE_C00321,27.181,88.69900000000057,0.6552,0.0721,0.3587,Moderate,0.0909,0.3668,Moderate,0.116,0.3776,Moderate,0.1003,0.3708,Moderate
COARSE_C00322,27.181,88.70000000000057,0.4922,0.0721,0.2748,Low,0.0909,0.2823,Low,0.116,0.2923,Low,0.1003,0.2861,Low
COARSE_C00323,27.181,88.70100000000058,0.4097,0.07,0.2316,Low,0.0883,0.2386,Low,0.1127,0.2479,Low,0.0974,0.2421,Low
COARSE_C00324,27.181,88.70200000000058,0.3412,0.07,0.1964,Low,0.0883,0.2031,Low,0.1127,0.2121,Low,0.0974,0.2065,Low
COARSE_C00325,27.181,88.70300000000059,0.4659,0.07,0.2605,Low,0.0883,0.2677,Low,0.1127,0.2772,Low,0.0974,0.2713,Low
COARSE_C00326,27.181,88.70400000000059,0.5141,0.07,0.2853,Low,0.0883,0.2926,Low,0.1127,0.3024,Low,0.0974,0.2963,Low
COARSE_C00327,27.181,88.7050000000006,0.3442,0.07,0.1979,Low,0.0883,0.2047,Low,0.1127,0.2137,Low,0.0974,0.208,Low
COARSE_C00328,27.181,88.7060000000006,0.3461,0.07,0.1989,Low,0.0883,0.2057,Low,0.1127,0.2146,Low,0.0974,0.209,Low
COARSE_C00329,27.181,88.7070000000006,0.3182,0.07,0.1846,Low,0.0883,0.1912,Low,0.1127,0.2001,Low,0.0974,0.1945,Low
COARSE_C00330,27.181,88.70800000000061,0.4252,0.07,0.2396,Low,0.0883,0.2466,Low,0.1127,0.256,Low,0.0974,0.2501,Low
COARSE_C00331,27.181,88.70900000000061,0.4841,0.07,0.2698,Low,0.0883,0.2771,Low,0.1127,0.2868,Low,0.0974,0.2807,Low
COARSE_C00332,27.181,88.71000000000062,0.5981,0.07,0.3284,Low,0.0883,0.3361,Low,0.1127,0.3463,Low,0.0974,0.3399,Low
COARSE_C00333,27.181,88.71100000000062,0.4661,0.07,0.2606,Low,0.0883,0.2678,Low,0.1127,0.2774,Low,0.0974,0.2714,Low
COARSE_C00334,27.181,88.71200000000063,0.5547,0.07,0.3061,Low,0.0883,0.3136,Low,0.1127,0.3236,Low,0.0974,0.3174,Low
COARSE_C00335,27.181,88.71300000000063,0.4986,0.07,0.2773,Low,0.0883,0.2846,Low,0.1127,0.2943,Low,0.0974,0.2882,Low
COARSE_C00336,27.181,88.71400000000064,0.36,0.07,0.2061,Low,0.0883,0.2128,Low,0.1127,0.2219,Low,0.0974,0.2162,Low
COARSE_C00337,27.181,88.71500000000064,0.3806,0.07,0.2166,Low,0.0883,0.2235,Low,0.1127,0.2327,Low,0.0974,0.2269,Low
COARSE_C00338,27.181,88.71600000000065,0.416,0.07,0.2348,Low,0.0883,0.2418,Low,0.1127,0.2512,Low,0.0974,0.2453,Low
COARSE_C00339,27.181,88.71700000000065,0.473,0.07,0.2641,Low,0.0883,0.2713,Low,0.1127,0.281,Low,0.0974,0.2749,Low
COARSE_C00340,27.181,88.71800000000066,0.647,0.07,0.3536,Moderate,0.0883,0.3614,Moderate,0.1127,0.3719,Moderate,0.0974,0.3653,Moderate
COARSE_C00341,27.181,88.71900000000066,0.6497,0.07,0.355,Moderate,0.0883,0.3628,Moderate,0.1127,0.3733,Moderate,0.0974,0.3667,Moderate
COARSE_C00342,27.181,88.72000000000067,0.5589,0.07,0.3083,Low,0.0883,0.3158,Low,0.1127,0.3258,Low,0.0974,0.3196,Low
COARSE_C00343,27.181,88.72100000000067,0.4286,0.07,0.2413,Low,0.0883,0.2484,Low,0.1127,0.2578,Low,0.0974,0.2519,Low
COARSE_C00344,27.181,88.72200000000068,0.3054,0.07,0.178,Low,0.0883,0.1846,Low,0.1127,0.1934,Low,0.0974,0.1879,Low
COARSE_C00345,27.181,88.72300000000068,0.4624,0.07,0.2587,Low,0.0883,0.2659,Low,0.1127,0.2754,Low,0.0974,0.2694,Low
COARSE_C00346,27.181,88.72400000000069,0.4343,0.07,0.2442,Low,0.0883,0.2513,Low,0.1127,0.2607,Low,0.0974,0.2548,Low
COARSE_C00347,27.181,88.72500000000069,0.4481,0.07,0.2513,Low,0.0883,0.2585,Low,0.1127,0.2679,Low,0.0974,0.262,Low
COARSE_C00348,27.181,88.7260000000007,0.5781,0.07,0.3182,Low,0.0883,0.3258,Low,0.1127,0.3359,Low,0.0974,0.3295,Low
COARSE_C00349,27.181,88.7270000000007,0.6665,0.07,0.3636,Moderate,0.0883,0.3715,Moderate,0.1127,0.3821,Moderate,0.0974,0.3755,Moderate
